city,year,plant,bee,is_honeybee,bee_type,bee_genus
london,2024,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
london,2024,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
london,2024,Hyacinthoides,Bombus terrestris,FALSE,wild,Bombus
london,2024,Taraxacum,Osmia bicornis,FALSE,wild,Osmia
london,2024,Iris,Bombus pascuorum,FALSE,wild,Bombus
london,2024,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Choisya,Apis mellifera,TRUE,honey,Apis
london,2025,Centaurea,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Erysimum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Veronica,Bombus terrestris,FALSE,wild,Bombus
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Myosotis,Apis mellifera,TRUE,honey,Apis
london,2025,Ulex,Andrena flavipes,FALSE,wild,Andrena
london,2025,Geranium,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Geum,Bombus terrestris,FALSE,wild,Bombus
london,2025,Cistus,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Andrena nigroaenea,FALSE,wild,Andrena
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Rhododendron,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Cotoneaster,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Rhododendron,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Melecta albifrons,FALSE,wild,Melecta
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Bombus terrestris,FALSE,wild,Bombus
london,2025,Pentaglottis,Melecta albifrons,FALSE,wild,Melecta
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Viola,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pulmonaria,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Pulmonaria,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Ceanothus,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Bombus hypnorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Geranium,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Rhododendron,Bombus terrestris,FALSE,wild,Bombus
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Malus,Apis mellifera,TRUE,honey,Apis
london,2025,Centaurea,Bombus terrestris,FALSE,wild,Bombus
london,2025,Taraxacum,Andrena nitida,FALSE,wild,Andrena
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
london,2025,Ulex,Bombus terrestris,FALSE,wild,Bombus
london,2025,Myosotis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Ilex,Apis mellifera,TRUE,honey,Apis
london,2025,Hyacinthoides,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pulmonaria,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Salvia,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Hyacinthoides,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Vinca,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Malus,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Salvia,Apis mellifera,TRUE,honey,Apis
london,2025,Salvia,Apis mellifera,TRUE,honey,Apis
london,2025,Salvia,Osmia bicornis,FALSE,wild,Osmia
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Andrena nitida,FALSE,wild,Andrena
london,2025,Cardamine,Bombus terrestris,FALSE,wild,Bombus
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Salvia,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Erysimum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Syringa,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Malus,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Ilex,Apis mellifera,TRUE,honey,Apis
london,2025,Symphytum,Bombus pratorum,FALSE,wild,Bombus
london,2025,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Erysimum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Thymus,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Rhododendron,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Geranium,Anthophora quadrimaculata,FALSE,wild,Anthophora
london,2025,Lamium,Bombus hortorum,FALSE,wild,Bombus
london,2025,Crataegus,Apis mellifera,TRUE,honey,Apis
london,2025,Cercis,Apis mellifera,TRUE,honey,Apis
london,2025,Nepeta,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Lamium,Bombus terrestris,FALSE,wild,Bombus
london,2025,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Crataegus,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Malus,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Erysimum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Erysimum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Ulex,Bombus terrestris,FALSE,wild,Bombus
london,2025,Ulex,Bombus terrestris,FALSE,wild,Bombus
london,2025,Ulex,Bombus terrestris,FALSE,wild,Bombus
london,2025,Geranium,Osmia bicornis,FALSE,wild,Osmia
london,2025,Ajuga,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Cercis,Apis mellifera,TRUE,honey,Apis
london,2025,Malus,Apis mellifera,TRUE,honey,Apis
london,2025,Crataegus,Bombus hypnorum,FALSE,wild,Bombus
london,2025,Malus,Apis mellifera,TRUE,honey,Apis
london,2025,Cercis,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Ceanothus,Bombus pratorum,FALSE,wild,Bombus
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
london,2025,Crataegus,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
london,2025,Crataegus,Andrena fulva,FALSE,wild,Andrena
london,2025,Crataegus,Andrena haemorrhoa,FALSE,wild,Andrena
london,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
london,2025,Geranium,Apis mellifera,TRUE,honey,Apis
london,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
london,2025,Malus,Anthophora plumipes,FALSE,wild,Anthophora
manchester,2019,Vaccinium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2019,Silene,Bombus pascuorum,FALSE,wild,Bombus
manchester,2019,Silene,Bombus pascuorum,FALSE,wild,Bombus
manchester,2019,Silene,Bombus pascuorum,FALSE,wild,Bombus
manchester,2019,Malus,Apis mellifera,TRUE,honey,Apis
manchester,2019,Sorbus,Bombus hypnorum,FALSE,wild,Bombus
manchester,2019,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2019,Lamium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2019,Ajuga,Bombus lapidarius,FALSE,wild,Bombus
manchester,2019,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
manchester,2020,Geranium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Erysimum,Osmia bicornis,FALSE,wild,Osmia
manchester,2020,Malus,Bombus hypnorum,FALSE,wild,Bombus
manchester,2020,Malus,Apis mellifera,TRUE,honey,Apis
manchester,2020,Malus,Bombus pratorum,FALSE,wild,Bombus
manchester,2020,Malus,Osmia bicornis,FALSE,wild,Osmia
manchester,2020,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
manchester,2020,Malus,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Rhododendron,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
manchester,2020,Ajuga,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Malus,Apis mellifera,TRUE,honey,Apis
manchester,2020,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Erysimum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Hyacinthoides,Apis mellifera,TRUE,honey,Apis
manchester,2020,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Salvia,Osmia bicornis,FALSE,wild,Osmia
manchester,2020,Silene,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Malus,Apis mellifera,TRUE,honey,Apis
manchester,2020,Lamium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
manchester,2020,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2020,Lamium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Lamium,Bombus hortorum,FALSE,wild,Bombus
manchester,2020,Salvia,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Ajuga,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2020,Malus,Apis mellifera,TRUE,honey,Apis
manchester,2020,Fragaria,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2020,Myosotis,Osmia bicornis,FALSE,wild,Osmia
manchester,2020,Symphytum,Bombus hortorum,FALSE,wild,Bombus
manchester,2020,Hyacinthoides,Apis mellifera,TRUE,honey,Apis
manchester,2020,Lamium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2020,Lamium,Bombus hortorum,FALSE,wild,Bombus
manchester,2020,Lamium,Bombus pratorum,FALSE,wild,Bombus
manchester,2020,Hyacinthoides,Osmia bicornis,FALSE,wild,Osmia
manchester,2021,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
manchester,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2021,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2021,Viola,Bombus lapidarius,FALSE,wild,Bombus
manchester,2021,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
manchester,2021,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2021,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2021,Vaccinium,Bombus pratorum,FALSE,wild,Bombus
manchester,2021,Vaccinium,Bombus terrestris,FALSE,wild,Bombus
manchester,2021,Vaccinium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2021,Vaccinium,Bombus pratorum,FALSE,wild,Bombus
manchester,2022,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2022,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2022,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2022,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2022,Vaccinium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2022,Alliaria,Bombus pascuorum,FALSE,wild,Bombus
manchester,2022,Pyrus,Bombus terrestris,FALSE,wild,Bombus
manchester,2022,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
manchester,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2022,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
manchester,2022,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
manchester,2022,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
manchester,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2022,Ulex,Apis mellifera,TRUE,honey,Apis
manchester,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2023,Berberis,Bombus lapidarius,FALSE,wild,Bombus
manchester,2023,Malus,Apis mellifera,TRUE,honey,Apis
manchester,2023,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2023,Lamium,Bombus hortorum,FALSE,wild,Bombus
manchester,2023,Pentaglottis,Apis mellifera,TRUE,honey,Apis
manchester,2024,Malus,Apis mellifera,TRUE,honey,Apis
manchester,2025,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Allium,Apis mellifera,TRUE,honey,Apis
manchester,2025,Cardamine,Andrena haemorrhoa,FALSE,wild,Andrena
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Centaurea,Bombus pascuorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
manchester,2025,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
manchester,2025,Geranium,Bombus pratorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Vaccinium,Andrena cineraria,FALSE,wild,Andrena
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
manchester,2025,Bellis,Andrena nitida,FALSE,wild,Andrena
manchester,2025,Malus,Bombus hypnorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Vaccinium,Bombus pratorum,FALSE,wild,Bombus
manchester,2025,Vaccinium,Bombus pascuorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Salvia,Apis mellifera,TRUE,honey,Apis
manchester,2025,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Geranium,Bombus hypnorum,FALSE,wild,Bombus
manchester,2025,Myosotis,Osmia bicornis,FALSE,wild,Osmia
manchester,2025,Taraxacum,Osmia bicornis,FALSE,wild,Osmia
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
manchester,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
manchester,2025,Taraxacum,Andrena haemorrhoa,FALSE,wild,Andrena
manchester,2025,Malus,Apis mellifera,TRUE,honey,Apis
